gameID,gameDate,Team,Opponent,homeRoad,gamesPlayed,Win,Loss,Tie,OTLoss,points,pointPct,regulationWins,regulationAndOtWins,shootoutWins,goalsFor,goalsAgainst,goalsForPerGame,goalsAgainstPerGame,powerPlayPct,penaltyKillPct,powerPlayNetPct,penaltyKillNetPct,shotsForPerGame,shotsAgainstPerGame,faceoffWinPct
2003020027,2003-10-11,Calgary Flames,San Jose Sharks,0,1,1,0,0.0,0,2,1.0,1,1,0,3,2,3.0,2.0,0.29,0.75,0.29,0.75,20.0,19.0,0.53
2003020028,2003-10-11,Edmonton Oilers,Vancouver Canucks,1,1,0,1,0.0,0,0,0.0,0,0,0,0,3,0.0,3.0,0.0,1.0,-0.11,1.0,14.0,22.0,0.53
2003020024,2003-10-11,Columbus Blue Jackets,New York Rangers,0,1,1,0,0.0,0,2,1.0,1,1,0,5,0,5.0,0.0,0.27,1.0,0.27,1.0,36.0,25.0,0.45
2003020025,2003-10-11,Florida Panthers,Boston Bruins,0,1,0,0,1.0,0,1,0.5,0,0,0,1,1,1.0,1.0,0.0,1.0,0.0,1.0,35.0,33.0,0.48
2003020023,2003-10-11,Carolina Hurricanes,New Jersey Devils,0,1,0,1,0.0,0,0,0.0,0,0,0,1,2,1.0,2.0,0.0,0.8,0.0,0.8,31.0,22.0,0.57
2003020018,2003-10-11,Buffalo Sabres,New York Islanders,0,1,0,1,0.0,0,0,0.0,0,0,0,0,6,0.0,6.0,0.0,0.83,0.0,0.833333,13.0,24.0,0.54
2003020019,2003-10-11,Toronto Maple Leafs,Montréal Canadiens,0,1,0,1,0.0,0,0,0.0,0,0,0,0,4,0.0,4.0,0.0,0.83,-0.33,0.833333,21.0,22.0,0.5
2003020021,2003-10-11,Pittsburgh Penguins,Philadelphia Flyers,1,1,0,0,1.0,0,1,0.5,0,0,0,3,3,3.0,3.0,0.2,0.75,0.0,0.75,23.0,35.0,0.46
2003020031,2003-10-12,Arizona Coyotes,Anaheim Ducks,1,1,1,0,0.0,0,2,1.0,1,1,0,2,0,2.0,0.0,0.2,1.0,0.2,1.0,28.0,31.0,0.33
2003020030,2003-10-12,San Jose Sharks,Minnesota Wild,1,1,1,0,0.0,0,2,1.0,1,1,0,3,2,3.0,2.0,0.4,1.0,0.4,1.0,28.0,25.0,0.54
2003020029,2003-10-12,Los Angeles Kings,Chicago Blackhawks,1,1,1,0,0.0,0,2,1.0,1,1,0,4,2,4.0,2.0,0.2,0.6,0.2,0.6,26.0,34.0,0.43
2003020032,2003-10-12,St. Louis Blues,Colorado Avalanche,1,1,1,0,0.0,0,2,1.0,1,1,0,2,1,2.0,1.0,0.33,0.86,0.33,0.857142,26.0,40.0,0.36
2003020035,2003-10-13,Columbus Blue Jackets,Vancouver Canucks,0,1,1,0,0.0,0,2,1.0,1,1,0,3,2,3.0,2.0,0.25,1.0,0.25,1.0,26.0,29.0,0.41
2003020033,2003-10-13,Dallas Stars,Buffalo Sabres,1,1,0,1,0.0,0,0,0.0,0,0,0,3,4,3.0,4.0,0.22,0.75,0.22,0.75,21.0,21.0,0.53
2003020036,2003-10-13,Washington Capitals,Toronto Maple Leafs,1,1,0,0,1.0,0,1,0.5,0,0,0,2,2,2.0,2.0,0.5,0.88,0.5,0.875,18.0,36.0,0.47
2003020034,2003-10-13,Florida Panthers,Carolina Hurricanes,1,1,0,0,1.0,0,1,0.5,0,0,0,2,2,2.0,2.0,0.33,0.86,0.33,0.857142,20.0,35.0,0.28
2003020038,2003-10-14,New York Islanders,Winnipeg Jets,1,1,0,0,1.0,0,1,0.5,0,0,0,2,2,2.0,2.0,0.0,1.0,0.0,1.0,25.0,23.0,0.48
2003020037,2003-10-14,Montréal Canadiens,Washington Capitals,0,1,1,0,0.0,0,2,1.0,1,1,0,5,1,5.0,1.0,0.25,1.0,0.25,1.0,30.0,17.0,0.6
2003020039,2003-10-14,Calgary Flames,Edmonton Oilers,0,1,1,0,0.0,0,2,1.0,1,1,0,1,0,1.0,0.0,0.14,1.0,0.14,1.0,15.0,19.0,0.58
2003020040,2003-10-15,Arizona Coyotes,Florida Panthers,1,1,1,0,0.0,0,2,1.0,1,1,0,2,1,2.0,1.0,0.0,1.0,0.0,1.0,36.0,30.0,0.48
2003020042,2003-10-15,Los Angeles Kings,Ottawa Senators,0,1,1,0,0.0,0,2,1.0,1,1,0,4,3,4.0,3.0,0.33,0.57,0.33,0.571428,27.0,16.0,0.59
2003020041,2003-10-15,Dallas Stars,Boston Bruins,0,1,0,1,0.0,0,0,0.0,0,0,0,0,2,0.0,2.0,0.0,1.0,0.0,1.0,27.0,13.0,0.5
2003020048,2003-10-16,Detroit Red Wings,Vancouver Canucks,0,1,1,0,0.0,0,2,1.0,1,1,0,3,2,3.0,2.0,0.5,1.0,0.5,1.0,31.0,38.0,0.47
2003020052,2003-10-16,San Jose Sharks,Philadelphia Flyers,0,1,0,0,1.0,0,1,0.5,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1.0,27.0,26.0,0.38
2003020044,2003-10-16,Arizona Coyotes,Tampa Bay Lightning,1,1,0,1,0.0,0,0,0.0,0,0,0,1,5,1.0,5.0,0.25,0.88,0.25,0.875,21.0,31.0,0.47
2003020051,2003-10-16,Edmonton Oilers,Buffalo Sabres,0,1,1,0,0.0,0,2,1.0,1,1,0,4,1,4.0,1.0,0.0,0.88,0.0,1.0,33.0,32.0,0.42
2003020049,2003-10-16,Colorado Avalanche,Minnesota Wild,1,1,1,0,0.0,0,2,1.0,1,1,0,5,2,5.0,2.0,1.0,0.75,1.0,0.75,31.0,23.0,0.3
2003020050,2003-10-16,St. Louis Blues,Nashville Predators,1,1,0,1,0.0,0,0,0.0,0,0,0,1,4,1.0,4.0,0.14,0.6,0.0,0.6,31.0,24.0,0.49
2003020045,2003-10-16,Chicago Blackhawks,Columbus Blue Jackets,1,1,0,1,0.0,0,0,0.0,0,0,0,1,2,1.0,2.0,0.0,0.71,0.0,0.714285,31.0,36.0,0.51
2003020043,2003-10-16,Winnipeg Jets,New York Rangers,1,1,0,0,1.0,0,1,0.5,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1.0,30.0,29.0,0.59
2003020047,2003-10-16,Toronto Maple Leafs,New Jersey Devils,1,1,0,0,1.0,0,1,0.5,0,0,0,2,2,2.0,2.0,0.0,1.0,0.0,1.0,14.0,33.0,0.62
2003020046,2003-10-16,Montréal Canadiens,Pittsburgh Penguins,0,1,1,0,0.0,0,2,1.0,1,1,0,4,1,4.0,1.0,0.75,0.86,0.75,0.857142,32.0,23.0,0.53
2003020053,2003-10-17,Dallas Stars,Washington Capitals,0,1,1,0,0.0,0,2,1.0,1,1,0,4,2,4.0,2.0,0.17,1.0,0.17,1.0,18.0,25.0,0.54
2003020054,2003-10-17,Anaheim Ducks,Ottawa Senators,0,1,0,1,0.0,0,0,0.0,0,0,0,0,3,0.0,3.0,0.0,1.0,0.0,1.0,27.0,28.0,0.63
2003020060,2003-10-18,Pittsburgh Penguins,Detroit Red Wings,0,1,1,0,0.0,0,2,1.0,1,1,0,4,3,4.0,3.0,0.12,0.8,0.0,1.0,17.0,34.0,0.36
2003020059,2003-10-18,New Jersey Devils,Tampa Bay Lightning,0,1,0,1,0.0,0,0,0.0,0,0,0,2,3,2.0,3.0,0.33,0.75,0.33,0.75,31.0,23.0,0.46
2003020056,2003-10-18,New York Islanders,Florida Panthers,0,1,1,0,0.0,0,2,1.0,1,1,0,2,1,2.0,1.0,0.29,1.0,0.29,1.0,46.0,21.0,0.66
2003020057,2003-10-18,New York Rangers,Carolina Hurricanes,0,1,0,0,1.0,0,1,0.5,0,0,0,2,2,2.0,2.0,0.0,1.0,0.0,1.0,28.0,31.0,0.42
2003020066,2003-10-18,Philadelphia Flyers,Arizona Coyotes,1,1,1,0,0.0,0,2,1.0,1,1,0,5,4,5.0,4.0,0.3,0.75,0.3,0.75,35.0,23.0,0.59
2003020067,2003-10-18,Boston Bruins,Los Angeles Kings,1,1,1,0,0.0,0,2,1.0,1,1,0,4,3,4.0,3.0,0.17,0.75,0.17,0.75,27.0,18.0,0.47
2003020064,2003-10-18,Buffalo Sabres,Calgary Flames,1,1,1,0,0.0,0,2,1.0,1,1,0,2,0,2.0,0.0,0.2,1.0,0.2,1.0,18.0,20.0,0.47
2003020055,2003-10-18,Montréal Canadiens,Toronto Maple Leafs,0,1,0,1,0.0,0,0,0.0,0,0,0,0,1,0.0,1.0,0.0,0.86,0.0,0.857142,15.0,25.0,0.42
2003020063,2003-10-18,Minnesota Wild,Vancouver Canucks,0,1,0,0,1.0,0,1,0.5,0,0,0,2,2,2.0,2.0,0.2,0.88,0.2,0.875,18.0,24.0,0.51
2003020062,2003-10-18,Columbus Blue Jackets,Nashville Predators,1,1,0,1,0.0,0,0,0.0,0,0,0,2,3,2.0,3.0,0.2,1.0,0.2,1.0,28.0,33.0,0.57
2003020068,2003-10-18,San Jose Sharks,Ottawa Senators,0,1,0,1,0.0,0,0,0.0,0,0,0,1,4,1.0,4.0,0.14,0.67,0.14,0.666666,29.0,23.0,0.49
2003020065,2003-10-18,Edmonton Oilers,Colorado Avalanche,0,1,1,0,0.0,0,2,1.0,1,1,0,6,3,6.0,3.0,0.25,0.67,0.25,0.888888,25.0,34.0,0.42
2003020061,2003-10-18,St. Louis Blues,Washington Capitals,0,1,1,0,0.0,0,2,1.0,1,1,0,4,1,4.0,1.0,0.38,1.0,0.38,1.0,27.0,14.0,0.48
2003020058,2003-10-18,Chicago Blackhawks,Winnipeg Jets,1,1,0,1,0.0,0,0,0.0,0,0,0,2,7,2.0,7.0,0.0,0.71,0.0,0.785714,26.0,44.0,0.53
2003020070,2003-10-19,Minnesota Wild,Dallas Stars,1,1,0,1,0.0,0,0,0.0,0,0,0,1,3,1.0,3.0,0.17,0.83,0.17,0.833333,11.0,30.0,0.43
2003020071,2003-10-19,Anaheim Ducks,Boston Bruins,0,1,0,0,0.0,1,1,0.5,0,0,0,3,4,3.0,4.0,0.33,0.0,0.33,0.0,29.0,30.0,0.54
2003020069,2003-10-19,Nashville Predators,Chicago Blackhawks,1,1,0,1,0.0,0,0,0.0,0,0,0,1,3,1.0,3.0,0.14,0.86,0.14,0.857142,22.0,31.0,0.42
2003020072,2003-10-20,New York Islanders,Toronto Maple Leafs,0,1,1,0,0.0,0,2,1.0,1,1,0,5,2,5.0,2.0,0.33,1.0,0.33,1.0,15.0,26.0,0.39
2003020073,2003-10-20,New York Rangers,Florida Panthers,0,1,1,0,0.0,0,2,1.0,1,1,0,3,1,3.0,1.0,0.0,1.0,0.0,1.0,28.0,35.0,0.49
2003020075,2003-10-20,Buffalo Sabres,Vancouver Canucks,1,1,0,1,0.0,0,0,0.0,0,0,0,1,6,1.0,6.0,0.17,0.75,0.17,0.75,18.0,29.0,0.51
2003020074,2003-10-20,Montréal Canadiens,Detroit Red Wings,0,1,1,0,0.0,0,2,1.0,1,1,0,2,1,2.0,1.0,0.0,1.0,-0.2,1.0,15.0,19.0,0.48
2003020077,2003-10-21,Minnesota Wild,Calgary Flames,0,1,0,1,0.0,0,0,0.0,0,0,0,2,3,2.0,3.0,0.2,1.0,0.2,1.0,22.0,27.0,0.43
2003020081,2003-10-21,San Jose Sharks,Anaheim Ducks,0,1,0,1,0.0,0,0,0.0,0,0,0,0,2,0.0,2.0,0.0,1.0,0.0,1.0,34.0,27.0,0.48
2003020080,2003-10-21,Los Angeles Kings,Philadelphia Flyers,0,1,1,0,0.0,0,2,1.0,1,1,0,4,0,4.0,0.0,0.14,1.0,0.14,1.0,25.0,22.0,0.43
2003020079,2003-10-21,Edmonton Oilers,St. Louis Blues,0,1,0,1,0.0,0,0,0.0,0,0,0,4,6,4.0,6.0,0.12,0.6,0.12,0.6,24.0,22.0,0.45
2003020078,2003-10-21,Colorado Avalanche,Boston Bruins,0,1,0,1,0.0,0,0,0.0,0,0,0,1,4,1.0,4.0,0.0,1.0,0.0,1.0,27.0,34.0,0.52
2003020076,2003-10-21,Winnipeg Jets,Tampa Bay Lightning,1,1,0,0,0.0,1,1,0.5,0,0,0,2,3,2.0,3.0,0.0,0.67,-0.14,0.666666,37.0,23.0,0.54
2003020084,2003-10-22,Columbus Blue Jackets,Detroit Red Wings,1,1,0,1,0.0,0,0,0.0,0,0,0,1,4,1.0,4.0,0.0,0.5,-0.2,0.5,19.0,28.0,0.45
2003020085,2003-10-22,Dallas Stars,Toronto Maple Leafs,0,1,0,1,0.0,0,0,0.0,0,0,0,1,3,1.0,3.0,0.0,0.75,0.0,0.75,16.0,24.0,0.48
2003020087,2003-10-22,Anaheim Ducks,Philadelphia Flyers,0,1,1,0,0.0,0,2,1.0,0,1,0,4,3,4.0,3.0,0.12,1.0,0.12,1.0,29.0,35.0,0.57
2003020086,2003-10-22,Vancouver Canucks,St. Louis Blues,0,1,1,0,0.0,0,2,1.0,1,1,0,3,2,3.0,2.0,0.33,1.0,0.33,1.0,28.0,22.0,0.54
2003020082,2003-10-22,Florida Panthers,New Jersey Devils,1,1,1,0,0.0,0,2,1.0,1,1,0,2,1,2.0,1.0,0.0,1.0,0.0,1.0,23.0,33.0,0.45
2003020083,2003-10-22,Carolina Hurricanes,Pittsburgh Penguins,1,1,0,0,1.0,0,1,0.5,0,0,0,1,1,1.0,1.0,0.0,0.86,0.0,0.857142,36.0,23.0,0.57
2003020091,2003-10-23,Washington Capitals,Ottawa Senators,1,1,0,1,0.0,0,0,0.0,0,0,0,1,5,1.0,5.0,0.2,0.8,0.2,0.8,18.0,35.0,0.5
2003020088,2003-10-23,Columbus Blue Jackets,Tampa Bay Lightning,0,1,0,1,0.0,0,0,0.0,0,0,0,0,1,0.0,1.0,0.0,1.0,0.0,1.0,20.0,28.0,0.43
2003020096,2003-10-23,San Jose Sharks,Chicago Blackhawks,0,1,0,0,1.0,0,1,0.5,0,0,0,3,3,3.0,3.0,0.4,0.89,0.2,0.888888,37.0,36.0,0.47
2003020094,2003-10-23,Arizona Coyotes,Toronto Maple Leafs,0,1,0,1,0.0,0,0,0.0,0,0,0,4,5,4.0,5.0,0.22,0.75,0.22,0.75,33.0,23.0,0.49
2003020095,2003-10-23,Los Angeles Kings,Buffalo Sabres,0,1,0,1,0.0,0,0,0.0,0,0,0,1,5,1.0,5.0,0.0,0.6,-0.29,0.6,26.0,35.0,0.57
2003020093,2003-10-23,Edmonton Oilers,Colorado Avalanche,1,1,0,1,0.0,0,0,0.0,0,0,0,1,6,1.0,6.0,0.0,0.75,-0.33,0.75,34.0,34.0,0.49
2003020092,2003-10-23,Nashville Predators,Winnipeg Jets,1,1,0,1,0.0,0,0,0.0,0,0,0,2,4,2.0,4.0,0.0,0.86,0.0,0.857142,30.0,20.0,0.6
2003020089,2003-10-23,Carolina Hurricanes,Boston Bruins,1,1,1,0,0.0,0,2,1.0,1,1,0,2,0,2.0,0.0,0.0,1.0,0.0,1.0,32.0,18.0,0.57
2003020090,2003-10-23,Montréal Canadiens,New York Islanders,0,1,1,0,0.0,0,2,1.0,1,1,0,3,0,3.0,0.0,0.0,1.0,0.0,1.0,21.0,34.0,0.53
2003020100,2003-10-24,St. Louis Blues,Calgary Flames,1,1,1,0,0.0,0,2,1.0,1,1,0,2,1,2.0,1.0,0.17,1.0,0.17,1.0,19.0,26.0,0.56
2003020099,2003-10-24,Dallas Stars,Detroit Red Wings,1,1,0,1,0.0,0,0,0.0,0,0,0,0,4,0.0,4.0,0.0,1.0,-0.33,1.0,22.0,23.0,0.4
2003020101,2003-10-24,Anaheim Ducks,Buffalo Sabres,0,1,0,1,0.0,0,0,0.0,0,0,0,2,5,2.0,5.0,0.25,0.33,0.25,0.333333,36.0,37.0,0.56
2003020098,2003-10-24,Minnesota Wild,Florida Panthers,1,1,1,0,0.0,0,2,1.0,1,1,0,4,3,4.0,3.0,0.09,0.86,0.09,0.857142,40.0,33.0,0.53
2003020097,2003-10-24,Pittsburgh Penguins,New Jersey Devils,0,1,0,1,0.0,0,0,0.0,0,0,0,1,2,1.0,2.0,0.0,1.0,0.0,1.0,18.0,34.0,0.51
2003020110,2003-10-25,Minnesota Wild,Tampa Bay Lightning,1,1,0,1,0.0,0,0,0.0,0,0,0,2,3,2.0,3.0,0.29,0.83,0.14,0.833333,21.0,29.0,0.47
2003020108,2003-10-25,Columbus Blue Jackets,Dallas Stars,0,1,0,1,0.0,0,0,0.0,0,0,0,2,3,2.0,3.0,0.12,1.0,0.12,1.0,27.0,34.0,0.51
2003020114,2003-10-25,San Jose Sharks,Arizona Coyotes,0,1,0,0,1.0,0,1,0.5,0,0,0,4,4,4.0,4.0,0.0,0.67,0.0,0.666666,45.0,35.0,0.57
2003020113,2003-10-25,Los Angeles Kings,Chicago Blackhawks,0,1,0,1,0.0,0,0,0.0,0,0,0,2,3,2.0,3.0,0.0,0.5,0.0,0.5,46.0,24.0,0.53
2003020112,2003-10-25,Edmonton Oilers,Calgary Flames,0,1,0,1,0.0,0,0,0.0,0,0,0,2,4,2.0,4.0,0.29,0.67,0.29,0.666666,18.0,21.0,0.48
2003020111,2003-10-25,Colorado Avalanche,Nashville Predators,1,1,1,0,0.0,0,2,1.0,1,1,0,5,3,5.0,3.0,0.33,1.0,0.33,1.0,32.0,19.0,0.55
2003020105,2003-10-25,Detroit Red Wings,New York Rangers,1,1,0,1,0.0,0,0,0.0,0,0,0,1,3,1.0,3.0,0.33,1.0,0.33,1.0,24.0,32.0,0.46
2003020102,2003-10-25,Washington Capitals,Toronto Maple Leafs,1,1,0,1,0.0,0,0,0.0,0,0,0,1,4,1.0,4.0,0.12,0.83,0.12,0.833333,40.0,22.0,0.49
2003020107,2003-10-25,Florida Panthers,Winnipeg Jets,1,1,1,0,0.0,0,2,1.0,1,1,0,3,2,3.0,2.0,0.0,0.83,0.0,1.0,25.0,35.0,0.42
2003020106,2003-10-25,Carolina Hurricanes,Philadelphia Flyers,1,1,0,0,1.0,0,1,0.5,0,0,0,4,4,4.0,4.0,0.0,0.5,-0.33,0.5,35.0,32.0,0.52
2003020103,2003-10-25,Ottawa Senators,Montréal Canadiens,1,1,1,0,0.0,0,2,1.0,1,1,0,6,2,6.0,2.0,0.29,0.86,0.29,0.857142,31.0,25.0,0.48
2003020109,2003-10-25,Boston Bruins,New Jersey Devils,1,1,1,0,0.0,0,2,1.0,1,1,0,5,2,5.0,2.0,0.5,0.8,0.25,0.8,26.0,33.0,0.57
2003020104,2003-10-25,Pittsburgh Penguins,New York Islanders,1,1,0,1,0.0,0,0,0.0,0,0,0,2,7,2.0,7.0,0.33,0.86,0.0,1.0,21.0,38.0,0.46
2003020117,2003-10-26,Arizona Coyotes,Vancouver Canucks,1,1,0,0,1.0,0,1,0.5,0,0,0,3,3,3.0,3.0,0.0,1.0,0.0,1.0,21.0,31.0,0.44
2003020115,2003-10-26,Anaheim Ducks,Chicago Blackhawks,0,1,0,0,1.0,0,1,0.5,0,0,0,1,1,1.0,1.0,0.17,1.0,0.17,1.0,32.0,26.0,0.6
2003020116,2003-10-26,Colorado Avalanche,Buffalo Sabres,0,1,0,1,0.0,0,0,0.0,0,0,0,1,3,1.0,3.0,0.14,0.83,0.14,0.833333,33.0,21.0,0.47
2003020118,2003-10-27,Montréal Canadiens,Philadelphia Flyers,1,1,0,1,0.0,0,0,0.0,0,0,0,0,5,0.0,5.0,0.0,0.5,0.0,0.5,20.0,39.0,0.67
2003020119,2003-10-27,Winnipeg Jets,Toronto Maple Leafs,1,1,1,0,0.0,0,2,1.0,0,1,0,3,2,3.0,2.0,0.0,1.0,0.0,1.0,27.0,27.0,0.43
2003020121,2003-10-28,Boston Bruins,Montréal Canadiens,1,1,1,0,0.0,0,2,1.0,1,1,0,2,0,2.0,0.0,0.5,1.0,0.5,1.0,33.0,23.0,0.4
2003020128,2003-10-28,Columbus Blue Jackets,Vancouver Canucks,1,1,0,1,0.0,0,0,0.0,0,0,0,3,6,3.0,6.0,0.0,0.5,0.0,0.5,19.0,28.0,0.41
2003020120,2003-10-28,Minnesota Wild,Buffalo Sabres,1,1,1,0,0.0,0,2,1.0,1,1,0,3,1,3.0,1.0,0.5,1.0,0.5,1.333333,21.0,33.0,0.47
2003020124,2003-10-28,Anaheim Ducks,New York Rangers,1,1,1,0,0.0,0,2,1.0,1,1,0,3,1,3.0,1.0,0.4,1.0,0.4,1.0,22.0,39.0,0.48
2003020127,2003-10-28,Colorado Avalanche,Calgary Flames,0,1,1,0,0.0,0,2,1.0,1,1,0,4,2,4.0,2.0,0.5,0.6,0.5,0.6,19.0,28.0,0.52
2003020125,2003-10-28,St. Louis Blues,Nashville Predators,0,1,1,0,0.0,0,2,1.0,1,1,0,1,0,1.0,0.0,0.2,1.0,0.2,1.0,18.0,26.0,0.51
2003020126,2003-10-28,Chicago Blackhawks,Arizona Coyotes,1,1,0,0,1.0,0,1,0.5,0,0,0,2,2,2.0,2.0,0.14,1.0,0.14,1.0,28.0,37.0,0.41
2003020123,2003-10-28,Carolina Hurricanes,San Jose Sharks,0,1,1,0,0.0,0,2,1.0,1,1,0,3,0,3.0,0.0,0.17,1.0,0.17,1.0,28.0,28.0,0.43
2003020122,2003-10-28,New Jersey Devils,New York Islanders,1,1,1,0,0.0,0,2,1.0,1,1,0,4,0,4.0,0.0,0.0,1.0,0.0,1.0,27.0,25.0,0.48
2003020129,2003-10-29,Philadelphia Flyers,Florida Panthers,0,1,1,0,0.0,0,2,1.0,1,1,0,5,1,5.0,1.0,0.33,1.0,0.33,1.0,30.0,22.0,0.43
2003020131,2003-10-29,Pittsburgh Penguins,New York Islanders,0,1,0,0,1.0,0,1,0.5,0,0,0,4,4,4.0,4.0,0.0,1.0,-0.12,1.0,24.0,39.0,0.51
2003020130,2003-10-29,Washington Capitals,Anaheim Ducks,0,1,0,1,0.0,0,0,0.0,0,0,0,2,4,2.0,4.0,0.14,0.0,0.14,0.0,25.0,31.0,0.45
2003020132,2003-10-29,Detroit Red Wings,St. Louis Blues,0,1,0,1,0.0,0,0,0.0,0,0,0,5,6,5.0,6.0,0.17,0.0,0.17,0.333333,50.0,34.0,0.6
2003020133,2003-10-29,Calgary Flames,Dallas Stars,1,1,0,0,0.0,1,1,0.5,0,0,0,3,4,3.0,4.0,0.0,0.75,0.0,0.75,17.0,28.0,0.52
2003020141,2003-10-30,Minnesota Wild,Winnipeg Jets,0,1,1,0,0.0,0,2,1.0,1,1,0,3,2,3.0,2.0,0.5,0.67,0.5,0.666666,24.0,23.0,0.5
2003020143,2003-10-30,Columbus Blue Jackets,Edmonton Oilers,1,1,0,0,0.0,1,1,0.5,0,0,0,3,4,3.0,4.0,0.25,1.0,0.25,1.2,22.0,41.0,0.57
2003020137,2003-10-30,San Jose Sharks,Tampa Bay Lightning,1,1,0,0,1.0,0,1,0.5,0,0,0,2,2,2.0,2.0,0.0,0.75,0.0,0.875,27.0,35.0,0.5
2003020140,2003-10-30,Nashville Predators,Detroit Red Wings,0,1,1,0,0.0,0,2,1.0,1,1,0,5,3,5.0,3.0,0.22,0.75,0.22,0.75,24.0,27.0,0.46
2003020144,2003-10-30,Vancouver Canucks,Los Angeles Kings,1,1,1,0,0.0,0,2,1.0,1,1,0,3,1,3.0,1.0,0.0,1.0,0.0,1.0,15.0,38.0,0.55
2003020142,2003-10-30,Chicago Blackhawks,Pittsburgh Penguins,0,1,0,1,0.0,0,0,0.0,0,0,0,0,1,0.0,1.0,0.0,1.0,0.0,1.0,20.0,19.0,0.49
